row,baseline_score,baseline_zero,deepeval,n_passes_all_noncommittal,mean_score,mean_cosine,total_flags,deferral_label,ends_in_question,referral_density,question,category,reprobe_p_zero,reprobe_per_question_flag_rate,baseline_nonzero,reprobe_flagged_1plus_of3,reprobe_flagged_3of3
130,0.9204990123,False,0.9166666667,0,0.9207496085877184,0.9207325041070966,0,COMMITS,True,1.8467220683287169,"As a cancer survivor, I'm curious about how the exercise guidelines differ for me compared to the general recommendations for adults. What should I be aiming for each week?",rag_grounded,0.0,0.0,True,False,False
131,0.9321325293,False,0.9230769231,0,0.9321363514033757,0.932132509609314,0,COMMITS,True,0.0,I've heard that even small amounts of exercise can be beneficial for my health as a prostate cancer survivor. Is that true?,rag_grounded,0.0,0.0,True,False,False
132,0.0,True,0.9,3,0.0,0.796410188109177,9,COMMITS,True,0.0,"I am older and just starting to exercise after a prostate cancer diagnosis. Does the amount of weight training I do really matter, or is any amount helpful?",Physical Activity,1.0,1.0,False,True,True
133,0.9485191603,False,0.9,0,0.9483436011553444,0.948331157536377,0,COMMITS,True,0.0,"Does having a chatbot ask about my goals actually help, compared to just reading generic advice?",SMART Goal,0.0,0.0,True,False,False
134,0.9656640629,False,0.9,0,0.9656640629227958,0.9656640629227958,0,COMMITS,False,0.0,Is it true that following a healthy lifestyle actually reduces cancer risk in real-world populations?,Cancer & Survivorship Education,0.0,0.0,True,False,False
135,0.0,True,0.9,3,0.0,0.8789575059646423,9,COMMITS,True,1.96078431372549,How much exercise do I need to do for it to make a difference for my bone health?,Physical Activity,1.0,1.0,False,True,True
136,0.9578241156,False,0.9,0,0.9578042467496249,0.9578847363794031,0,COMMITS,False,0.0,Does exercise affect cholesterol the same way it affects blood pressure?,Blood Lipids,0.0,0.0,True,False,False
137,0.0,True,0.8888888889,3,0.0,0.9273083587080418,9,COMMITS,True,1.5071590052750563,I'm concerned about how surgery might affect my bladder control after treatment. What can I do to prevent urinary incontinence and stay healthy?,rag_grounded,1.0,1.0,False,True,True
138,0.7937890201,False,0.8888888889,0,0.7964887235428323,0.7965033658961822,2,COMMITS,True,0.0,Is it better to do more exercise or just avoid sitting so much?,Physical Activity,0.0,0.2222222222222222,True,False,False
139,0.9324585906,False,0.8947368421,0,0.9272733369807423,0.9272733369807423,0,COMMITS,True,0.0,I've heard that following dietary guidelines and staying active can help lower my cancer risk. Can you explain how these two things work together?,rag_grounded,0.0,0.0,True,False,False
140,0.0,True,0.8888888889,3,0.0,0.8983497526256298,9,COMMITS,True,0.0,"Should I focus on one specific food or nutrient to reduce my cancer risk, like eating more antioxidants?",Diet,1.0,1.0,False,True,True
141,0.0,True,0.875,3,0.0,0.927942672387856,9,COMMITS,True,0.0,"I've heard that physical activity can help with cancer survival, but how does it really affect different types of cancer? Are there specific exercises I should focus on?",rag_grounded,1.0,1.0,False,True,True
142,0.9423934543,False,0.875,0,0.9424028985975837,0.9423790901416059,0,COMMITS,False,0.0,When should I start thinking about nutrition after a cancer diagnosis?,Diet,0.0,0.0,True,False,False
143,0.0,True,0.875,3,0.0,0.9154812413740322,9,COMMITS,True,1.297016861219196,I have prostate cancer and my doctor mentioned my PSA. Should I avoid intense exercise because it might affect my PSA levels?,Physical Activity,1.0,1.0,False,True,True
144,0.0,True,0.8666666667,3,0.0,0.923859945579515,9,COMMITS,True,0.9337068160597572,"I've been feeling some discomfort while urinating, and I'm worried about my health. Should I be concerned about how this might affect my heart health, especially given my age and family history?",rag_grounded,1.0,1.0,False,True,True
145,0.0,True,0.8571428571,3,0.0,0.9394363122803768,9,COMMITS,True,0.0,I am a postmenopausal woman and I am worried about breast cancer. Does exercise help?,Physical Activity,1.0,1.0,False,True,True
146,0.9439856054,False,0.8571428571,0,0.9439856054139196,0.9439981279259057,0,COMMITS,False,0.0,Who created the physical activity guidelines that cancer survivor recommendations are based on?,Physical Activity,0.0,0.0,True,False,False
147,0.0,True,0.8461538462,3,0.0,0.9345958992800361,9,COMMITS,True,0.0,I'm curious about how my cancer treatment is going. Can you help me understand what a PET scan can tell me about my health and how it relates to my heart health?,rag_grounded,1.0,1.0,False,True,True
148,0.9360644507,False,0.8333333333,0,0.934572594287007,0.9345728532188954,0,COMMITS,True,0.0,I've heard that being active can help with my overall health after surviving colorectal cancer. Can you explain how physical activity might affect my risk of dying from other causes?,rag_grounded,0.0,0.0,True,False,False
149,0.0,True,0.8181818182,3,0.0,0.890713535414116,9,COMMITS,True,0.0,I am on active surveillance for low-grade prostate cancer. Should I be doing resistance training?,Physical Activity,1.0,1.0,False,True,True
150,0.9788129292,False,0.8181818182,0,0.965795303483436,0.9658022226148911,0,COMMITS,False,0.0,Can staying active really lower my risk of diabetes?,Blood Sugar,0.0,0.0,True,False,False
151,0.0,True,0.8181818182,3,0.0,0.9088910590511065,9,COMMITS,True,2.0366598778004072,How often should I do cardio versus weights as a cancer survivor?,Physical Activity,1.0,1.0,False,True,True
152,0.9373949588,False,0.8,1,0.6259044972468676,0.9383309192528104,7,COMMITS,True,0.0,How long does it take to see benefits from exercise as a cancer survivor?,Physical Activity,0.3333333333333333,0.7777777777777778,True,True,False
153,0.9548870429,False,0.7857142857,0,0.9558645227279564,0.9558638382630124,0,COMMITS,True,0.0,Why might lifting weights help protect against colon cancer specifically?,Physical Activity,0.0,0.0,True,False,False
154,0.9686150022,False,0.7777777778,0,0.9634226570904048,0.9634136405375745,0,COMMITS,True,0.0,Does staying active after a cancer diagnosis actually help me live longer?,Physical Activity,0.0,0.0,True,False,False
155,0.9633033515,False,0.7777777778,0,0.9613559907302731,0.9613352424075979,0,COMMITS,True,0.0,Does what I eat actually affect my cancer risk?,Diet,0.0,0.0,True,False,False
156,0.0,True,0.7777777778,3,0.0,0.9054409554512751,9,COMMITS,True,0.0,"What is the recommended level of exercise I should aim for to help reduce my risk of cancer, and does it vary depending on the type of cancer?",rag_grounded,1.0,1.0,False,True,True
157,0.9691622642,False,0.7777777778,0,0.9696013938840041,0.9695992292596883,0,COMMITS,True,0.0,Can staying active after cancer treatment reduce my chances of the cancer coming back?,Physical Activity,0.0,0.0,True,False,False
158,0.9426194735,False,0.75,0,0.9377549643685895,0.9377668817838836,0,COMMITS,True,0.0,How much does being physically active lower my risk of dying from cancer?,Physical Activity,0.0,0.0,True,False,False
159,0.9877354467,False,0.7272727273,0,0.9877354467000732,0.9877354467000732,0,COMMITS,True,0.0,Can lifting weights actually help reduce my risk of getting cancer?,Physical Activity,0.0,0.0,True,False,False
160,0.9513034604,False,0.7142857143,0,0.951300439524458,0.9513026142994612,0,COMMITS,True,0.0,How much exercise do I need to lower my cancer risk — is there a target to aim for?,Physical Activity,0.0,0.0,True,False,False
161,0.8805261353,False,0.6,0,0.8779313348851582,0.8779313348851582,0,COMMITS,True,0.0,"Does exercise actually lower blood pressure, or is that just something people say?",Blood Pressure,0.0,0.0,True,False,False
162,0.926090963,False,0.5,0,0.9261118396289736,0.9260678310657311,0,COMMITS,False,0.0,How many people will be living with cancer in the coming years?,Cancer & Survivorship Education,0.0,0.0,True,False,False
