row,pass,gen_q1,gen_q2,gen_q3,flag1,flag2,flag3,cos1,cos2,cos3,mean_cosine,n_flagged,all_noncommittal,score,baseline_score,baseline_zero,deepeval_score,deferral_label,question,category,source,ends_in_question,n_referral_phrases,referral_density_per_1k,response_len,first_referral_pos_frac,substantive_precedes_referral
42,2,What steps can I take to support my heart health while managing prostate cancer treatments?,What steps can I take to support my heart health while managing prostate cancer treatments?,What steps can I take to support my heart health while managing prostate cancer treatments?,1,1,0,0.9413884426537944,0.9413884426537944,0.9413884426537944,0.9413884426537944,2,False,0.941459111244926,0.0,True,1.0,COMMITS,I'm really concerned about how my prostate cancer treatments might affect my heart health. What can I do to stay healthy while managing my condition?,rag_grounded,deepeval,True,2,1.443001443001443,1386,0.6443001443001443,True
42,3,What steps can I take to support my heart health while managing prostate cancer treatments?,What steps can I take to support my heart health while managing prostate cancer treatments?,What steps can I take to support my heart health while managing prostate cancer treatments?,1,0,1,0.9413902212664012,0.9413902212664012,0.9413902212664012,0.9413902212664012,2,False,0.9413884426537944,0.0,True,1.0,COMMITS,I'm really concerned about how my prostate cancer treatments might affect my heart health. What can I do to stay healthy while managing my condition?,rag_grounded,deepeval,True,2,1.443001443001443,1386,0.6443001443001443,True
43,1,What qualifications should I look for in someone to help me with exercise as an older cancer survivor?,What qualifications should I look for in a professional to help me with exercise as an older cancer survivor?,What qualifications should I look for in someone to help me with exercise as an older cancer survivor?,0,0,0,0.9730784454453928,0.9624799538156236,0.9730784454453928,0.9695456149021364,0,False,0.9695456149021364,0.9699936201,False,1.0,COMMITS,"What qualifications should the person helping me exercise have, given that I am an older cancer survivor?",Physical Activity,manual,False,0,0.0,1329,,
43,2,What qualifications should I look for in a trainer to help me with exercise as an older cancer survivor?,What qualifications should I look for in a trainer to help me with exercise as an older cancer survivor?,What qualifications should I look for in someone to help me with exercise as an older cancer survivor?,0,0,0,0.9638239695509012,0.9638239695509012,0.9730784454453928,0.9669087948490652,0,False,0.9669087948490652,0.9699936201,False,1.0,COMMITS,"What qualifications should the person helping me exercise have, given that I am an older cancer survivor?",Physical Activity,manual,False,0,0.0,1329,,
43,3,What qualifications should I look for in someone to help me with exercise as an older cancer survivor?,What qualifications should I look for in someone to help me with exercise as an older cancer survivor?,What qualifications should I look for in someone to help me with exercise as an older cancer survivor?,0,0,0,0.9730784454453928,0.9730784454453928,0.9730784454453928,0.973078445445393,0,False,0.9730882580624126,0.9699936201,False,1.0,COMMITS,"What qualifications should the person helping me exercise have, given that I am an older cancer survivor?",Physical Activity,manual,False,0,0.0,1329,,
44,1,What types of exercises are recommended for someone with neuropathy and balance issues from chemotherapy?,What types of exercise can help with neuropathy and balance issues from chemotherapy?,What types of exercise can help with neuropathy and balance issues after chemotherapy?,0,0,0,0.9560002920285612,0.954796223065842,0.9509662122891112,0.953920909127838,0,False,0.953920909127838,0.9457041926,False,1.0,COMMITS,I have neuropathy from chemo and balance problems. What kinds of exercise are recommended for me?,Physical Activity,manual,True,0,0.0,855,,
44,2,What types of exercises are recommended for someone with neuropathy and balance issues from chemotherapy?,What types of exercise can help with neuropathy and balance issues from chemotherapy?,What types of exercise can help improve balance and coordination for someone experiencing neuropathy and balance issues from chemotherapy?,0,0,0,0.9560002920285612,0.954796223065842,0.9454198235199196,0.9520721128714408,0,False,0.9519605054742885,0.9457041926,False,1.0,COMMITS,I have neuropathy from chemo and balance problems. What kinds of exercise are recommended for me?,Physical Activity,manual,True,0,0.0,855,,
44,3,What types of exercise can help improve balance and coordination for someone experiencing neuropathy from chemotherapy?,What types of exercises can help improve balance and coordination for someone experiencing neuropathy from chemotherapy?,What types of exercise can help improve balance and coordination for someone experiencing neuropathy from chemotherapy?,0,0,0,0.9456137329285196,0.9459936872828328,0.9456137329285196,0.9457403843799572,0,False,0.945818687515908,0.9457041926,False,1.0,COMMITS,I have neuropathy from chemo and balance problems. What kinds of exercise are recommended for me?,Physical Activity,manual,True,0,0.0,855,,
45,1,What strategies can I use to reduce my sitting time?,What strategies can I use to reduce my sitting time?,What strategies can I use to reduce my sitting time?,1,1,1,0.9451840500123484,0.9451840500123484,0.9452542209937916,0.9452074403394962,3,True,0.0,0.0,True,1.0,COMMITS,What are some practical ways I can reduce my sitting time while going through treatment?,rag_grounded,deepeval,True,0,0.0,1225,,
45,2,What are some strategies to reduce sitting time?,What are some strategies to reduce sitting time?,What are some strategies to reduce sitting time?,1,1,1,0.9349378507693814,0.93491026445444,0.9349497836525844,0.9349326329588018,3,True,0.0,0.0,True,1.0,COMMITS,What are some practical ways I can reduce my sitting time while going through treatment?,rag_grounded,deepeval,True,0,0.0,1225,,
45,3,What are some strategies to reduce sitting time?,What are some strategies to reduce sitting time?,What are some strategies to reduce sitting time?,1,1,1,0.9349032309597672,0.9349032309597672,0.9349032309597672,0.9349032309597672,3,True,0.0,0.0,True,1.0,COMMITS,What are some practical ways I can reduce my sitting time while going through treatment?,rag_grounded,deepeval,True,0,0.0,1225,,
46,1,What are the benefits of exercise for cancer survivors?,What is the role of exercise in heart health for cancer survivors?,What is the role of exercise in heart health for cancer survivors?,0,0,0,0.9246626437136938,0.9562569765210648,0.9562569765210648,0.9457255322519412,0,False,0.9457230943653816,0.9442508269,False,1.0,COMMITS,How does exercise protect my heart as a cancer survivor?,Cancer & Survivorship Education,manual,True,0,0.0,916,,
46,2,"What are the benefits of exercise for heart health, especially for cancer survivors?",What role does exercise play in heart health for cancer survivors?,What role does exercise play in heart health for cancer survivors?,0,0,0,0.9453513321905804,0.9577749036932812,0.9575354168582224,0.9535538842473614,0,False,0.9530641075033556,0.9442508269,False,1.0,COMMITS,How does exercise protect my heart as a cancer survivor?,Cancer & Survivorship Education,manual,True,0,0.0,916,,
46,3,What are the benefits of exercise for cancer survivors?,What are the benefits of exercise for cancer survivors?,What role does exercise play in heart health for cancer survivors?,0,0,0,0.9246626437136938,0.9246626437136938,0.9571067416122137,0.9354773430132004,0,False,0.9354832614893992,0.9442508269,False,1.0,COMMITS,How does exercise protect my heart as a cancer survivor?,Cancer & Survivorship Education,manual,True,0,0.0,916,,
47,1,What type of exercise are you interested in exploring?,What type of exercise are you interested in exploring?,What type of exercise should cancer survivors consider for recovery?,1,1,1,0.8510721837649895,0.8510721837649895,0.9132021965356488,0.8717821880218759,3,True,0.0,0.0,True,1.0,COMMITS,I'm curious about how exercise can help me recover during and after my cancer treatment. Are there specific types of exercises that are better for different cancer types?,rag_grounded,deepeval,True,2,1.30718954248366,1530,0.857516339869281,True
47,2,What type of exercise are you interested in exploring?,What type of exercise are you interested in exploring?,What type of exercise are you interested in exploring?,1,1,1,0.8510510030683848,0.8510510030683848,0.8510510030683848,0.8510510030683848,3,True,0.0,0.0,True,1.0,COMMITS,I'm curious about how exercise can help me recover during and after my cancer treatment. Are there specific types of exercises that are better for different cancer types?,rag_grounded,deepeval,True,2,1.30718954248366,1530,0.857516339869281,True
47,3,What type of exercise are you interested in exploring?,What type of exercise are you interested in exploring?,What type of exercise are you interested in exploring?,1,1,1,0.8510721837649895,0.8510721837649895,0.8510721837649895,0.8510721837649896,3,True,0.0,0.0,True,1.0,COMMITS,I'm curious about how exercise can help me recover during and after my cancer treatment. Are there specific types of exercises that are better for different cancer types?,rag_grounded,deepeval,True,2,1.30718954248366,1530,0.857516339869281,True
48,1,How does BMI impact heart health after cancer treatment?,What factors should I consider for my heart health after cancer treatment?,What factors should I consider for my heart health after cancer treatment?,1,1,1,0.937296924574912,0.8960761457052611,0.8960761457052611,0.909816405328478,3,True,0.0,0.0,True,1.0,COMMITS,I'm curious about how my BMI affects my heart health after cancer treatment. Is it more important than other factors like my age or whether I smoke?,rag_grounded,deepeval,True,0,0.0,1035,,
48,2,What factors should I consider for my heart health after cancer treatment?,What factors should I consider for my heart health after cancer treatment?,How does BMI impact heart health after cancer treatment?,1,1,1,0.8960761457052611,0.8960761457052611,0.937296924574912,0.909816405328478,3,True,0.0,0.0,True,1.0,COMMITS,I'm curious about how my BMI affects my heart health after cancer treatment. Is it more important than other factors like my age or whether I smoke?,rag_grounded,deepeval,True,0,0.0,1035,,
48,3,What factors should I consider for my heart health after cancer treatment?,What factors should I consider for my heart health after cancer treatment?,What factors should I consider for my heart health after cancer treatment?,1,1,1,0.8960761457052611,0.8960761457052611,0.8960761457052611,0.8960761457052611,3,True,0.0,0.0,True,1.0,COMMITS,I'm curious about how my BMI affects my heart health after cancer treatment. Is it more important than other factors like my age or whether I smoke?,rag_grounded,deepeval,True,0,0.0,1035,,
49,1,What are some ways to tailor an exercise program for someone who has undergone chemotherapy?,What are some tips for tailoring an exercise program for someone who has undergone chemotherapy?,What are some ways to tailor an exercise program for someone recovering from chemotherapy?,0,0,0,0.8929488316503275,0.8884569975354075,0.8869098019295383,0.8894385437050912,0,False,0.8894385437050912,0.9085134771,False,1.0,COMMITS,My memory has not been the same since chemotherapy. How should my exercise program account for this?,Physical Activity,manual,False,0,0.0,1195,,
49,2,What are some ways to tailor an exercise program for someone who has experienced changes in memory after chemotherapy?,What are some ways to tailor an exercise program for someone who has undergone chemotherapy?,What are some tips for tailoring an exercise program after chemotherapy?,0,0,0,0.9268610724246118,0.8929488316503275,0.8838478885657834,0.9012192642135742,0,False,0.901229818567414,0.9085134771,False,1.0,COMMITS,My memory has not been the same since chemotherapy. How should my exercise program account for this?,Physical Activity,manual,False,0,0.0,1195,,
49,3,What are some tips for tailoring an exercise program for someone who has undergone chemotherapy?,What are some tips for tailoring an exercise program after chemotherapy?,What are some ways to tailor an exercise program for someone who has experienced changes in memory and cognitive function after chemotherapy?,0,0,0,0.8884569975354075,0.8838478885657834,0.9164089028447652,0.896237929648652,0,False,0.896237929648652,0.9085134771,False,1.0,COMMITS,My memory has not been the same since chemotherapy. How should my exercise program account for this?,Physical Activity,manual,False,0,0.0,1195,,
50,1,What are some fiber-rich plant foods that can support heart health?,What are some fiber-rich plant foods that can support heart health?,What are some fiber-rich plant foods that can support heart health?,0,0,0,0.9879184540620568,0.9879184540620568,0.9879184540620568,0.9879184540620568,0,False,0.9879184540620568,0.9879184541,False,1.0,COMMITS,What are some fiber-rich plant foods I can include in my diet to support my heart health?,rag_grounded,deepeval,True,0,0.0,1204,,
50,2,What are some fiber-rich plant foods that can support heart health?,What are some fiber-rich plant foods that can support heart health?,What are some fiber-rich plant foods that can support heart health?,0,0,0,0.9880334439890592,0.9880334439890592,0.9880334439890592,0.9880334439890592,0,False,0.9879184540620568,0.9879184541,False,1.0,COMMITS,What are some fiber-rich plant foods I can include in my diet to support my heart health?,rag_grounded,deepeval,True,0,0.0,1204,,
50,3,What are some fiber-rich plant foods that can support heart health?,What are some fiber-rich plant foods that can support heart health?,What are some fiber-rich plant foods that can support heart health?,0,0,1,0.9879184540620568,0.9879184540620568,0.9879184540620568,0.9879184540620568,1,False,0.9879184540620568,0.9879184541,False,1.0,COMMITS,What are some fiber-rich plant foods I can include in my diet to support my heart health?,rag_grounded,deepeval,True,0,0.0,1204,,
51,1,What should I expect after undergoing a biopsy?,What are the effects and risks of undergoing a biopsy?,What should I expect after undergoing a biopsy?,1,1,1,0.8719749297833538,0.8867686756249394,0.87193916306527,0.8768942561578544,3,True,0.0,0.0,True,1.0,COMMITS,I'm worried about how a biopsy might affect my overall health and recovery. Can you help me understand what to expect in terms of sedation and any impacts on my well-being?,rag_grounded,deepeval,False,1,1.038421599169263,963,0.8161993769470405,True
51,2,What should I expect regarding health and recovery after a biopsy?,What should I expect regarding health and recovery after a biopsy?,What should I expect after having a biopsy?,1,1,1,0.8969512237860519,0.8969512237860519,0.8630094473330706,0.8856372983017248,3,True,0.0,0.0,True,1.0,COMMITS,I'm worried about how a biopsy might affect my overall health and recovery. Can you help me understand what to expect in terms of sedation and any impacts on my well-being?,rag_grounded,deepeval,False,1,1.038421599169263,963,0.8161993769470405,True
51,3,What should I expect after having a biopsy?,What should I expect regarding health risks and recovery after a biopsy?,What should I expect after having a biopsy?,1,1,1,0.8630094473330706,0.9059273399240548,0.8630094473330706,0.8773154115300654,3,True,0.0,0.0,True,1.0,COMMITS,I'm worried about how a biopsy might affect my overall health and recovery. Can you help me understand what to expect in terms of sedation and any impacts on my well-being?,rag_grounded,deepeval,False,1,1.038421599169263,963,0.8161993769470405,True
52,1,How does prostate cancer treatment affect heart health?,How does prostate cancer treatment affect heart health?,How does prostate cancer treatment affect heart health?,0,0,0,0.9379610196798532,0.9379610196798532,0.9379610196798532,0.9379610196798532,0,False,0.9379610196798532,0.9379610197,False,1.0,COMMITS,I have prostate cancer and my doctor mentioned heart health. Why does my cancer affect my heart?,Cancer & Survivorship Education,manual,False,1,1.1325028312570782,883,0.9207248018120046,True
52,2,How does prostate cancer treatment affect heart health?,How does prostate cancer treatment affect heart health?,How does prostate cancer treatment affect heart health?,0,0,0,0.9379610196798532,0.9379610196798532,0.9379610196798532,0.9379610196798532,0,False,0.9379610196798532,0.9379610197,False,1.0,COMMITS,I have prostate cancer and my doctor mentioned heart health. Why does my cancer affect my heart?,Cancer & Survivorship Education,manual,False,1,1.1325028312570782,883,0.9207248018120046,True
52,3,How does prostate cancer treatment affect heart health?,How does prostate cancer treatment affect heart health?,How does prostate cancer treatment affect heart health?,0,0,0,0.938052593707473,0.9379610196798532,0.9379610196798532,0.9379915443557264,0,False,0.9379610196798532,0.9379610197,False,1.0,COMMITS,I have prostate cancer and my doctor mentioned heart health. Why does my cancer affect my heart?,Cancer & Survivorship Education,manual,False,1,1.1325028312570782,883,0.9207248018120046,True
53,1,What is the difference between moderate-intensity and vigorous-intensity activities?,What is the difference between moderate-intensity and vigorous-intensity activities?,What is the difference between moderate-intensity and vigorous-intensity activities?,0,0,0,0.926810150791315,0.926810150791315,0.926810150791315,0.926810150791315,0,False,0.9268842655664734,0.9268101508,False,1.0,COMMITS,I'm curious about how moderate-intensity activities stack up against vigorous-intensity activities when it comes to keeping my heart healthy. Can you help me understand the differences?,rag_grounded,deepeval,False,0,0.0,1131,,
53,2,What is the difference between moderate-intensity and vigorous-intensity activities?,What is the difference between moderate-intensity and vigorous-intensity activities for heart health?,What is the difference between moderate-intensity and vigorous-intensity activities for heart health?,0,0,0,0.9268239492663498,0.94372487423959,0.94372487423959,0.9380912325818432,0,False,0.938129867432322,0.9268101508,False,1.0,COMMITS,I'm curious about how moderate-intensity activities stack up against vigorous-intensity activities when it comes to keeping my heart healthy. Can you help me understand the differences?,rag_grounded,deepeval,False,0,0.0,1131,,
53,3,What is the difference between moderate-intensity and vigorous-intensity activities for heart health?,What is the difference between moderate-intensity and vigorous-intensity activities?,What is the difference between moderate-intensity and vigorous-intensity activities?,0,0,0,0.9437897257528256,0.926810150791315,0.926810150791315,0.9324700091118184,0,False,0.9324700091118184,0.9268101508,False,1.0,COMMITS,I'm curious about how moderate-intensity activities stack up against vigorous-intensity activities when it comes to keeping my heart healthy. Can you help me understand the differences?,rag_grounded,deepeval,False,0,0.0,1131,,
54,1,How can exercise impact cancer survivors?,How can exercise impact cancer survivors?,How can exercise impact cancer survivors?,0,0,0,0.929469079777472,0.929469079777472,0.929469079777472,0.9294690797774722,0,False,0.9294690797774722,0.9346695582,False,1.0,COMMITS,I've heard that exercise can really help cancer survivors. Can you explain how it improves physical functioning and overall quality of life?,rag_grounded,deepeval,True,0,0.0,1210,,
54,2,How can exercise benefit cancer survivors?,How can exercise impact cancer survivors?,How can exercise impact cancer survivors?,0,0,0,0.9372697973399486,0.929469079777472,0.929469079777472,0.9320693189649644,0,False,0.9320693189649644,0.9346695582,False,1.0,COMMITS,I've heard that exercise can really help cancer survivors. Can you explain how it improves physical functioning and overall quality of life?,rag_grounded,deepeval,True,0,0.0,1210,,
54,3,How can exercise impact cancer survivors?,How can exercise impact cancer survivors?,How can exercise impact cancer survivors?,0,0,0,0.929469079777472,0.929469079777472,0.929469079777472,0.9294690797774722,0,False,0.929559756938506,0.9346695582,False,1.0,COMMITS,I've heard that exercise can really help cancer survivors. Can you explain how it improves physical functioning and overall quality of life?,rag_grounded,deepeval,True,0,0.0,1210,,
55,1,What do health apps typically track regarding sleep and physical activity?,What do health apps typically track and how do they work?,What do health apps typically track?,0,0,0,0.95572601962827,0.923258639839576,0.921699792189508,0.9335614838857847,0,False,0.9335500702300908,0.9227633292,False,1.0,COMMITS,How does a health app track things like sleep and physical activity goals?,LE8 Composite,manual,True,0,0.0,940,,
55,2,What do health apps typically track regarding sleep and physical activity?,What do health apps typically track and how do they work?,What do health apps typically track and how do they gather data?,0,0,0,0.95572601962827,0.923241499858271,0.9249377317905404,0.934635083759027,0,False,0.934635083759027,0.9227633292,False,1.0,COMMITS,How does a health app track things like sleep and physical activity goals?,LE8 Composite,manual,True,0,0.0,940,,
55,3,What do health apps typically track?,What do health apps typically track and how do they gather data?,What do health apps track and how do they provide insights into sleep and physical activity?,0,0,0,0.9216826912037318,0.9249377317905404,0.9451546174090438,0.9305916801344388,0,False,0.9305916801344388,0.9227633292,False,1.0,COMMITS,How does a health app track things like sleep and physical activity goals?,LE8 Composite,manual,True,0,0.0,940,,
56,1,What are some effective strategies to increase physical activity?,What are some effective strategies to increase physical activity?,What are some effective strategies to increase physical activity?,0,0,1,0.896241142338427,0.896241142338427,0.896241142338427,0.896241142338427,1,False,0.8962947908066088,0.8962411423,False,1.0,COMMITS,"I've been trying to reduce my screen time, but I'm not sure how to increase my physical activity levels. What are some effective ways I can do this?",rag_grounded,deepeval,True,0,0.0,1346,,
56,2,What are some strategies to increase physical activity?,What are some effective strategies to increase physical activity?,What are some effective strategies to increase physical activity?,0,0,1,0.8891123561747883,0.8962491375927911,0.896241142338427,0.8938675453686687,1,False,0.8938734136936116,0.8962411423,False,1.0,COMMITS,"I've been trying to reduce my screen time, but I'm not sure how to increase my physical activity levels. What are some effective ways I can do this?",rag_grounded,deepeval,True,0,0.0,1346,,
56,3,What are some effective strategies to increase physical activity?,What are some effective strategies to increase physical activity?,What are some strategies to increase physical activity?,0,1,0,0.8962491375927911,0.8962491375927911,0.8890943165896438,0.8938641972584086,1,False,0.8938701739275916,0.8962411423,False,1.0,COMMITS,"I've been trying to reduce my screen time, but I'm not sure how to increase my physical activity levels. What are some effective ways I can do this?",rag_grounded,deepeval,True,0,0.0,1346,,
57,1,What type of exercise is best for cancer survivors?,What type of exercise is best for cancer survivors?,What type of exercise is best for cancer survivors?,1,1,1,0.9493384607026916,0.9493384607026916,0.9493384607026916,0.9493384607026916,3,True,0.0,0.0,True,1.0,COMMITS,What kinds of exercise are best for cancer survivors — cardio or weights?,Physical Activity,manual,True,2,2.157497303128371,927,0.8025889967637541,True
57,2,What type of exercises are beneficial for cancer survivors?,What type of exercise is best for cancer survivors?,What type of exercise is best for cancer survivors?,1,1,1,0.934688366657536,0.9492863282108128,0.9492863282108128,0.9444203410263872,3,True,0.0,0.0,True,1.0,COMMITS,What kinds of exercise are best for cancer survivors — cardio or weights?,Physical Activity,manual,True,2,2.157497303128371,927,0.8025889967637541,True
57,3,What type of exercise is best for cancer survivors?,What type of exercise is best for cancer survivors?,What type of exercise is best for cancer survivors?,1,1,1,0.9493384607026916,0.9493384607026916,0.9493384607026916,0.9493384607026916,3,True,0.0,0.0,True,1.0,COMMITS,What kinds of exercise are best for cancer survivors — cardio or weights?,Physical Activity,manual,True,2,2.157497303128371,927,0.8025889967637541,True
58,1,Do cancer survivors have different physical activity recommendations compared to general adults?,Are there specific physical activity recommendations for cancer survivors compared to general adult guidelines?,What are the physical activity recommendations for cancer survivors compared to general adult guidelines?,0,0,0,0.9756458569214476,0.987344940890294,0.9792149820294987,0.98073525994708,0,False,0.98073525994708,0.9873449409,False,1.0,COMMITS,Are the physical activity recommendations for cancer survivors different from the general adult guidelines?,Physical Activity,manual,False,2,2.0100502512562812,995,0.7849246231155779,True
58,2,Are there specific physical activity recommendations for cancer survivors compared to general adult guidelines?,Are there specific physical activity recommendations for cancer survivors compared to general adult guidelines?,Are there specific physical activity recommendations for cancer survivors compared to general adult guidelines?,0,0,0,0.987344940890294,0.987344940890294,0.987344940890294,0.9873449408902942,0,False,0.9873449408902942,0.9873449409,False,1.0,COMMITS,Are the physical activity recommendations for cancer survivors different from the general adult guidelines?,Physical Activity,manual,False,2,2.0100502512562812,995,0.7849246231155779,True
58,3,Are there specific physical activity recommendations for cancer survivors compared to general adult guidelines?,Are there specific physical activity recommendations for cancer survivors compared to general adult guidelines?,Are there specific physical activity recommendations for cancer survivors compared to general adult guidelines?,0,0,0,0.9873574835516976,0.9873574835516976,0.9873574835516976,0.9873574835516976,0,False,0.9873449408902942,0.9873449409,False,1.0,COMMITS,Are the physical activity recommendations for cancer survivors different from the general adult guidelines?,Physical Activity,manual,False,2,2.0100502512562812,995,0.7849246231155779,True
59,1,How can exercise benefit body composition during hormone therapy for prostate cancer?,How can exercise benefit body composition during hormone therapy for prostate cancer?,How can exercise benefit body composition during hormone therapy for prostate cancer?,0,0,0,0.9434996711791797,0.9434996711791797,0.9434996711791797,0.9434996711791797,0,False,0.9434996711791797,0.9434996712,False,1.0,COMMITS,I have prostate cancer and am on hormone therapy. Will exercise help my body composition?,Physical Activity,manual,True,2,2.4154589371980677,828,0.6884057971014492,True
59,2,How can exercise benefit body composition during hormone therapy for prostate cancer?,How can exercise benefit body composition during hormone therapy for prostate cancer?,How can exercise benefit body composition during hormone therapy for prostate cancer?,0,0,0,0.9434551806891752,0.9434551806891752,0.9434551806891752,0.9434551806891752,0,False,0.9434996711791797,0.9434996712,False,1.0,COMMITS,I have prostate cancer and am on hormone therapy. Will exercise help my body composition?,Physical Activity,manual,True,2,2.4154589371980677,828,0.6884057971014492,True
59,3,How can exercise benefit body composition during hormone therapy for prostate cancer?,How can exercise benefit body composition during hormone therapy for prostate cancer?,How can exercise benefit body composition during hormone therapy for prostate cancer?,0,0,0,0.9434996711791797,0.9434996711791797,0.9434996711791797,0.9434996711791797,0,False,0.9434996711791797,0.9434996712,False,1.0,COMMITS,I have prostate cancer and am on hormone therapy. Will exercise help my body composition?,Physical Activity,manual,True,2,2.4154589371980677,828,0.6884057971014492,True
60,1,What does localized prostate cancer mean and what are the treatment options?,What does localized prostate cancer mean and what are the treatment options?,What does localized prostate cancer mean and what are the treatment options?,0,0,0,0.9250047976328633,0.9250047976328633,0.9250047976328633,0.9250047976328633,0,False,0.9250047976328633,0.9250047976,False,1.0,COMMITS,What does it mean if my prostate cancer is described as localized?,Cancer & Survivorship Education,manual,False,1,1.779359430604982,562,0.9145907473309608,True
60,2,What does localized prostate cancer mean and what are the treatment options?,What does localized prostate cancer mean and what are the treatment options?,What does localized prostate cancer mean and what are the treatment options?,0,0,0,0.9250368987886046,0.9250368987886046,0.9250368987886046,0.9250368987886044,0,False,0.9250047976328633,0.9250047976,False,1.0,COMMITS,What does it mean if my prostate cancer is described as localized?,Cancer & Survivorship Education,manual,False,1,1.779359430604982,562,0.9145907473309608,True
60,3,What does localized prostate cancer mean and what are the treatment options?,What does localized prostate cancer mean and what are the treatment options?,What does localized prostate cancer mean and what are the treatment options?,0,0,0,0.9249679618135808,0.9249679618135808,0.9249679618135808,0.9249679618135808,0,False,0.9250047976328633,0.9250047976,False,1.0,COMMITS,What does it mean if my prostate cancer is described as localized?,Cancer & Survivorship Education,manual,False,1,1.779359430604982,562,0.9145907473309608,True
61,1,Why is managing high blood pressure important for individuals with prostate cancer?,Why is managing high blood pressure important for individuals with prostate cancer?,Why is managing high blood pressure important for individuals with prostate cancer?,0,0,0,0.9616656868794312,0.9616656868794312,0.9616656868794312,0.9616656868794312,0,False,0.9616656868794312,0.9616656869,False,1.0,COMMITS,Why does high blood pressure matter so much for someone with prostate cancer?,Blood Pressure,manual,False,1,1.1198208286674132,893,0.9014557670772676,True
61,2,Why is managing high blood pressure important for individuals with prostate cancer?,Why is managing high blood pressure important for individuals with prostate cancer?,Why is managing high blood pressure important for individuals with prostate cancer?,0,0,0,0.9616656868794312,0.9616656868794312,0.9616656868794312,0.9616656868794312,0,False,0.9616656868794312,0.9616656869,False,1.0,COMMITS,Why does high blood pressure matter so much for someone with prostate cancer?,Blood Pressure,manual,False,1,1.1198208286674132,893,0.9014557670772676,True
61,3,Why is managing high blood pressure important for individuals with prostate cancer?,Why is managing high blood pressure important for individuals with prostate cancer?,Why is managing high blood pressure important for individuals with prostate cancer?,0,0,0,0.9616656868794312,0.9616656868794312,0.9616656868794312,0.9616656868794312,0,False,0.9616656868794312,0.9616656869,False,1.0,COMMITS,Why does high blood pressure matter so much for someone with prostate cancer?,Blood Pressure,manual,False,1,1.1198208286674132,893,0.9014557670772676,True
62,1,How can a chatbot help someone recovering from cancer?,How can a chatbot help someone stay motivated during cancer recovery?,How can a chatbot help someone stay motivated during cancer recovery?,0,0,0,0.9421435798242462,0.968081689279483,0.968081689279483,0.959435652794404,0,False,0.959435652794404,0.9680816893,False,1.0,COMMITS,How can I use a chatbot to help me stay motivated to exercise while I'm recovering from cancer?,rag_grounded,deepeval,True,0,0.0,1062,,
62,2,How can a chatbot help someone stay motivated during cancer recovery?,How can a chatbot help someone stay motivated during cancer recovery?,How can a chatbot help someone stay motivated during cancer recovery?,0,0,0,0.968081689279483,0.968081689279483,0.968081689279483,0.968081689279483,0,False,0.968081689279483,0.9680816893,False,1.0,COMMITS,How can I use a chatbot to help me stay motivated to exercise while I'm recovering from cancer?,rag_grounded,deepeval,True,0,0.0,1062,,
62,3,How can a chatbot help someone recovering from cancer?,How can a chatbot help someone stay motivated during cancer recovery?,How can a chatbot help someone recovering from cancer?,0,0,0,0.9421435798242462,0.968081689279483,0.9421435798242462,0.9507896163093252,0,False,0.9507896163093252,0.9680816893,False,1.0,COMMITS,How can I use a chatbot to help me stay motivated to exercise while I'm recovering from cancer?,rag_grounded,deepeval,True,0,0.0,1062,,
63,1,How do cholesterol levels affect heart health for those undergoing treatment for prostate cancer?,"How do cholesterol levels affect heart health, especially for those undergoing treatment for prostate cancer?",How does cholesterol impact heart health for those undergoing treatment for prostate cancer?,0,0,0,0.918274266039976,0.917061636807643,0.914382865698259,0.916572922848626,0,False,0.9165795180500312,0.9193823518,False,1.0,COMMITS,My doctor said my cholesterol relates to my heart-attack risk from prostate cancer treatment. How so?,Blood Lipids,manual,False,2,2.1528525296017222,929,0.0,False
63,2,"How can cholesterol levels affect heart health, especially for those undergoing treatment for prostate cancer?",How does cholesterol impact heart health for those undergoing treatment for prostate cancer?,"How do cholesterol levels affect heart health, especially for those undergoing treatment for prostate cancer?",0,0,0,0.9180588789222962,0.914382865698259,0.917061636807643,0.9165011271427328,0,False,0.9165011271427328,0.9193823518,False,1.0,COMMITS,My doctor said my cholesterol relates to my heart-attack risk from prostate cancer treatment. How so?,Blood Lipids,manual,False,2,2.1528525296017222,929,0.0,False
63,3,How does cholesterol impact heart health for those undergoing treatment for prostate cancer?,"How does cholesterol impact heart health, particularly for those undergoing treatment for prostate cancer?","How can cholesterol levels affect heart health, especially for those undergoing treatment for prostate cancer?",0,0,0,0.914382865698259,0.9138730629609826,0.9180588789222962,0.915438269193846,0,False,0.915438269193846,0.9193823518,False,1.0,COMMITS,My doctor said my cholesterol relates to my heart-attack risk from prostate cancer treatment. How so?,Blood Lipids,manual,False,2,2.1528525296017222,929,0.0,False
64,1,What steps can I take to support my cardiovascular health considering my family history of prostate cancer?,What steps can I take to support my cardiovascular health considering my family history of prostate cancer?,What steps can I take to support my cardiovascular health considering my family history of prostate cancer?,0,0,0,0.9671279436905368,0.9671279436905368,0.9671279436905368,0.9671279436905366,0,False,0.9671279436905366,0.9671279437,False,1.0,COMMITS,"Given my family history of prostate cancer, what proactive steps can I take to maintain my cardiovascular health and overall well-being?",rag_grounded,deepeval,True,2,1.0476689366160292,1909,0.5510738606600314,True
