row,pass,gen_q1,gen_q2,gen_q3,flag1,flag2,flag3,cos1,cos2,cos3,mean_cosine,n_flagged,all_noncommittal,score,arm,arm_position,arm_contrast_per_1k,arm_empathy_per_1k,arm_referral_per_1k,arm_len,unablatable
34,3,Is it safe to exercise during cancer treatment?,Is it safe to exercise during cancer treatment?,Is it safe to exercise during cancer treatment?,1,1,1,0.926924277626656,0.926924277626656,0.926924277626656,0.926924277626656,3,True,0.0,-D,3,1.4836795252225519,1.4836795252225519,0.0,674,
34,1,Is it safe for cancer survivors to engage in physical activity during therapy?,Is it safe for cancer survivors to engage in physical activity during treatment?,Is it safe for cancer survivors to engage in physical activity during therapy?,1,1,1,0.9096313370011914,0.9044676940927502,0.9096313370011914,0.9079101226983776,3,True,0.0,-H,2,1.5015015015015014,0.0,3.003003003003003,666,
34,2,Is it safe for cancer survivors to engage in physical activity during treatment?,Is it safe for cancer survivors to engage in physical activity during treatment?,Is it safe for cancer survivors to engage in physical activity during therapy?,1,1,1,0.9044676940927502,0.9044676940927502,0.9096313370011914,0.9061889083955639,3,True,0.0,-H,3,1.5015015015015014,0.0,3.003003003003003,666,
34,3,What should cancer survivors consider before starting an exercise program during treatment?,What should cancer survivors consider when starting a physical activity program during treatment?,What should cancer survivors consider before starting an exercise program during treatment?,1,1,1,0.9025048077694183,0.8895196994715467,0.9025048077694183,0.8981764383367944,3,True,0.0,-H,4,1.5015015015015014,0.0,3.003003003003003,666,
34,1,Is it safe to exercise during cancer treatment?,Is it safe to exercise during cancer treatment?,Is it safe to exercise during cancer treatment?,1,1,1,0.9269094959586884,0.9269094959586884,0.9269094959586884,0.9269094959586884,3,True,0.0,-Q,4,2.680965147453083,1.3404825737265416,2.680965147453083,746,
34,2,Is it safe to exercise during cancer treatment?,Is it safe to exercise during cancer treatment?,Is it safe to exercise during cancer treatment?,1,1,1,0.9269094959586884,0.9269094959586884,0.9269094959586884,0.9269094959586884,3,True,0.0,-Q,2,2.680965147453083,1.3404825737265416,2.680965147453083,746,
34,3,Is it safe to exercise during cancer treatment?,Is it safe to exercise during cancer treatment?,Is it safe to exercise during cancer treatment?,1,1,1,0.9269094959586884,0.9269094959586884,0.9269094959586884,0.9269094959586884,3,True,0.0,-Q,2,2.680965147453083,1.3404825737265416,2.680965147453083,746,
34,1,Is it safe to exercise during cancer treatment?,Is it safe to exercise during cancer treatment?,Is it safe to exercise during cancer treatment?,1,1,1,0.9269094959586884,0.9269094959586884,0.9269094959586884,0.9269094959586884,3,True,0.0,-Q-D,1,1.5267175572519085,1.5267175572519085,0.0,655,
34,2,Is it safe to exercise during cancer treatment?,Is it safe to exercise during cancer treatment?,Is it safe to exercise during cancer treatment?,1,1,1,0.9269094959586884,0.9269094959586884,0.9269094959586884,0.9269094959586884,3,True,0.0,-Q-D,0,1.5267175572519085,1.5267175572519085,0.0,655,
34,3,Is it safe to exercise during cancer treatment?,Is it safe to exercise during cancer treatment?,Is it safe to exercise during cancer treatment?,1,1,1,0.9269094959586884,0.9269094959586884,0.9269094959586884,0.9269094959586884,3,True,0.0,-Q-D,0,1.5267175572519085,1.5267175572519085,0.0,655,
34,1,Is it safe to exercise during cancer treatment?,Is it safe to exercise during cancer treatment?,Is it safe to exercise during cancer treatment?,1,1,1,0.9269094959586884,0.9269094959586884,0.9269094959586884,0.9269094959586884,3,True,0.0,control,0,2.6143790849673203,1.3071895424836601,2.6143790849673203,765,
34,2,Is it safe to exercise during cancer treatment?,Is it safe to exercise during cancer treatment?,Is it safe to exercise during cancer treatment?,1,1,1,0.9269094959586884,0.9269094959586884,0.9269094959586884,0.9269094959586884,3,True,0.0,control,4,2.6143790849673203,1.3071895424836601,2.6143790849673203,765,
34,3,Is it safe to exercise during cancer treatment?,Is it safe to exercise during cancer treatment?,Is it safe to exercise during cancer treatment?,1,1,1,0.9269094959586884,0.9269094959586884,0.9269094959586884,0.9269094959586884,3,True,0.0,control,1,2.6143790849673203,1.3071895424836601,2.6143790849673203,765,
37,1,What should I know about treatment options for early-stage prostate cancer?,What are the treatment options for early-stage prostate cancer?,What are the treatment options for early-stage prostate cancer?,1,1,1,0.9154451568005719,0.8949777182230779,0.8949777182230779,0.9018001977489093,3,True,0.0,-D,1,0.0,4.1928721174004195,0.0,477,
37,2,What are the treatment options for early-stage prostate cancer?,What should I know about treatment options for early-stage prostate cancer?,What are the treatment options for early-stage prostate cancer?,1,1,1,0.8949777182230779,0.9154451568005719,0.8949777182230779,0.9018001977489093,3,True,0.0,-D,0,0.0,4.1928721174004195,0.0,477,
37,3,What should I consider regarding treatment options for early-stage prostate cancer?,What are the treatment options for early-stage prostate cancer?,What are the treatment options for early-stage prostate cancer?,1,1,1,0.908687500931362,0.8949777182230779,0.8949777182230779,0.8995476457925059,3,True,0.0,-D,0,0.0,4.1928721174004195,0.0,477,
37,1,What should I do about my early-stage prostate cancer diagnosis?,What should I do about my early-stage prostate cancer diagnosis?,What should I do after being diagnosed with early-stage prostate cancer?,1,1,1,0.9382499683963428,0.9382499683963428,0.9192915729913178,0.9319305032613344,3,True,0.0,-H,2,0.0,0.0,3.3112582781456954,604,
37,2,What should I do if I have been diagnosed with early-stage prostate cancer?,What should I do about my early-stage prostate cancer diagnosis?,What should I do if I have early-stage prostate cancer?,1,1,1,0.9331182428726382,0.9382499683963428,0.9265444587804841,0.932637556683155,3,True,0.0,-H,1,0.0,0.0,3.3112582781456954,604,
37,3,What should I do if I have early-stage prostate cancer?,What should I do about my early-stage prostate cancer diagnosis?,What should I do if I have early-stage prostate cancer?,1,1,1,0.9265444587804841,0.9382499683963428,0.9265444587804841,0.9304462953191036,3,True,0.0,-H,3,0.0,0.0,3.3112582781456954,604,
37,1,What should I know about treatment options for early-stage prostate cancer?,What are the treatment options for early-stage prostate cancer?,What are the treatment options for early-stage prostate cancer?,1,1,1,0.9154451568005719,0.8949777182230779,0.8949777182230779,0.9018001977489093,3,True,0.0,-Q-D,0,0.0,4.1928721174004195,0.0,477,
37,2,What are the treatment options for early-stage prostate cancer?,What should I know about treatment options for early-stage prostate cancer?,What are the treatment options for early-stage prostate cancer?,1,1,1,0.8949777182230779,0.9154451568005719,0.8949777182230779,0.9018001977489093,3,True,0.0,-Q-D,2,0.0,4.1928721174004195,0.0,477,
37,3,What should I know about treatment options for early-stage prostate cancer?,What are the treatment options for early-stage prostate cancer?,What treatment options are available for early-stage prostate cancer?,1,1,1,0.9155202934659488,0.8950732370868203,0.8976745538509038,0.9027560281345576,3,True,0.0,-Q-D,2,0.0,4.1928721174004195,0.0,477,
37,1,What are the treatment options for early-stage prostate cancer?,What are the treatment options for early-stage prostate cancer?,What are the treatment options for early-stage prostate cancer?,1,1,1,0.8949772134829731,0.8949772134829731,0.8949772134829731,0.8949772134829731,3,True,0.0,control,3,0.0,2.73224043715847,2.73224043715847,732,
37,2,What are the treatment options for early-stage prostate cancer?,What should I consider regarding treatment options for early-stage prostate cancer?,What treatment options are available for early-stage prostate cancer?,1,1,1,0.8949777182230779,0.908687500931362,0.8975876874120894,0.9004176355221766,3,True,0.0,control,3,0.0,2.73224043715847,2.73224043715847,732,
37,3,What are the treatment options for early-stage prostate cancer?,What are the treatment options for early-stage prostate cancer?,What are the treatment options for early-stage prostate cancer?,1,1,1,0.8949777182230779,0.8949777182230779,0.8949777182230779,0.8949777182230779,3,True,0.0,control,1,0.0,2.73224043715847,2.73224043715847,732,
38,1,What should cancer survivors consider regarding alcohol consumption?,What should a cancer survivor consider regarding alcohol consumption?,What should cancer survivors consider regarding alcohol consumption?,1,1,1,0.9367581006719976,0.942453212799963,0.9367581006719976,0.9386564713813194,3,True,0.0,-D,4,0.0,0.0,0.0,491,
38,2,What should a cancer survivor consider regarding alcohol consumption?,What should cancer survivors consider regarding alcohol consumption?,What should cancer survivors consider regarding alcohol consumption?,1,1,1,0.942453212799963,0.9367581006719976,0.9367581006719976,0.9386564713813194,3,True,0.0,-D,2,0.0,0.0,0.0,491,
38,3,What should cancer survivors consider regarding alcohol consumption?,What should cancer survivors consider regarding alcohol consumption?,What should a cancer survivor consider regarding alcohol consumption?,1,1,1,0.9367581006719976,0.9367581006719976,0.942453212799963,0.9386564713813194,3,True,0.0,-D,1,0.0,0.0,0.0,491,
38,1,What should cancer survivors consider regarding alcohol consumption?,What should cancer survivors consider regarding alcohol consumption?,What should cancer survivors consider regarding alcohol consumption?,1,1,1,0.9367581006719976,0.9367581006719976,0.9367581006719976,0.9367581006719976,3,True,0.0,-H,2,0.0,0.0,1.5360983102918586,651,
38,2,What should cancer survivors consider regarding alcohol consumption?,What should a cancer survivor consider regarding alcohol consumption?,What should a cancer survivor consider regarding alcohol consumption?,1,1,1,0.9367581006719976,0.942453212799963,0.942453212799963,0.9405548420906412,3,True,0.0,-H,0,0.0,0.0,1.5360983102918586,651,
38,3,What should cancer survivors consider regarding alcohol consumption?,What should cancer survivors consider regarding alcohol consumption?,What should cancer survivors consider regarding alcohol consumption?,1,1,1,0.9367581006719976,0.9367581006719976,0.9367581006719976,0.9367581006719976,3,True,0.0,-H,4,0.0,0.0,1.5360983102918586,651,
38,1,What are the recommendations for alcohol consumption for cancer survivors?,What are the recommendations for alcohol consumption for cancer survivors?,What are the recommendations for alcohol consumption for cancer survivors?,1,1,1,0.9223352042166642,0.9223352042166642,0.9223352042166642,0.922335204216664,3,True,0.0,-Q,3,1.8796992481203008,0.0,1.8796992481203008,532,
38,2,What should cancer survivors consider regarding alcohol consumption?,What are the recommendations for alcohol consumption for cancer survivors?,What are the recommendations for alcohol consumption for cancer survivors?,1,1,1,0.9367581006719976,0.9223352042166642,0.9223352042166642,0.927142836368442,3,True,0.0,-Q,1,1.8796992481203008,0.0,1.8796992481203008,532,
38,3,What should cancer survivors know about alcohol consumption?,What are the recommendations for alcohol consumption for cancer survivors?,What are the recommendations for alcohol consumption for cancer survivors?,1,1,1,0.9326153315279753,0.9223352042166642,0.9223352042166642,0.9257619133204346,3,True,0.0,-Q,3,1.8796992481203008,0.0,1.8796992481203008,532,
38,1,What are the recommendations for alcohol consumption for cancer survivors?,What are the recommendations for alcohol consumption for cancer survivors?,What are the recommendations for alcohol consumption for cancer survivors?,0,0,0,0.9223352042166642,0.9223352042166642,0.9223352042166642,0.922335204216664,0,False,0.9223035560677726,-Q-D,0,0.0,0.0,0.0,364,
38,2,What are the recommendations for alcohol consumption for cancer survivors?,What are the recommendations for alcohol consumption for cancer survivors?,What are the recommendations for alcohol consumption for cancer survivors?,0,0,0,0.9223352042166642,0.9223352042166642,0.9223352042166642,0.922335204216664,0,False,0.922335204216664,-Q-D,4,0.0,0.0,0.0,364,
38,3,What are the recommendations for alcohol consumption for cancer survivors?,What are the recommendations for alcohol consumption for cancer survivors?,What are the recommendations for alcohol consumption for cancer survivors?,0,0,0,0.9223352042166642,0.9223352042166642,0.9223352042166642,0.922335204216664,0,False,0.922335204216664,-Q-D,0,0.0,0.0,0.0,364,
38,1,What should cancer survivors consider regarding alcohol consumption?,What should cancer survivors consider regarding alcohol consumption?,What should a cancer survivor consider regarding alcohol consumption?,1,1,1,0.9367581006719976,0.9367581006719976,0.942453212799963,0.9386564713813194,3,True,0.0,control,1,1.5151515151515151,0.0,1.5151515151515151,660,
38,2,What should cancer survivors consider regarding alcohol consumption?,What should a cancer survivor consider regarding alcohol consumption?,What should cancer survivors consider regarding alcohol consumption?,1,1,1,0.9367581006719976,0.942453212799963,0.9367581006719976,0.9386564713813194,3,True,0.0,control,3,1.5151515151515151,0.0,1.5151515151515151,660,
38,3,What should I consider about alcohol consumption as a cancer survivor?,What should cancer survivors consider regarding alcohol consumption?,What should a cancer survivor consider regarding alcohol consumption?,1,1,1,0.9544213968702898,0.9367581006719976,0.942453212799963,0.9445442367807502,3,True,0.0,control,2,1.5151515151515151,0.0,1.5151515151515151,660,
39,1,What types of physical activities can help improve heart health after cancer treatment?,What types of physical activities can someone focus on to improve heart health after cancer treatment?,What types of physical activities can help improve heart health after cancer treatment?,1,1,1,0.979266996478226,0.9842003414898614,0.979266996478226,0.9809114448154378,3,True,0.0,-D,4,1.0493179433368311,1.0493179433368311,0.0,953,
39,2,What types of physical activities can improve heart health after cancer treatment?,What types of physical activities can help improve heart health after cancer treatment?,What types of physical activities can help improve heart health after cancer treatment?,1,1,1,0.979208613931019,0.979266996478226,0.979266996478226,0.979247535629157,3,True,0.0,-D,1,1.0493179433368311,1.0493179433368311,0.0,953,
39,3,What types of physical activities can help improve heart health after cancer treatment?,What types of physical activities can help improve heart health after cancer treatment?,What types of activities can help improve heart health after cancer treatment?,1,1,1,0.979266996478226,0.979266996478226,0.97218959061588,0.9769078611907774,3,True,0.0,-D,2,1.0493179433368311,1.0493179433368311,0.0,953,
39,1,What types of physical activities can enhance overall well-being and cardiovascular health?,What types of physical activities can enhance overall well-being?,What types of physical activities can enhance overall well-being?,1,1,1,0.9035765298972982,0.8799323721312918,0.8799323721312918,0.8878137580532939,3,True,0.0,-H,3,0.9930486593843099,0.0,1.9860973187686197,1007,
39,2,What types of physical activities can enhance overall well-being and cardiovascular health?,What types of physical activities can enhance overall well-being?,What types of physical activities can enhance overall well-being and cardiovascular health?,1,1,1,0.9035765298972982,0.8799323721312918,0.9035765298972982,0.895695143975296,3,True,0.0,-H,2,0.9930486593843099,0.0,1.9860973187686197,1007,
39,3,What types of physical activities can enhance overall well-being and cardiovascular health?,What types of physical activities can enhance overall well-being?,What types of physical activities can enhance overall well-being and cardiovascular health?,1,1,1,0.9035765298972982,0.8799323721312918,0.9035765298972982,0.895695143975296,3,True,0.0,-H,3,0.9930486593843099,0.0,1.9860973187686197,1007,
39,1,What types of physical activities can I consider to improve my heart health after cancer treatment?,What types of physical activities can I consider to improve my heart health after cancer treatment?,What types of physical activities can help improve heart health after cancer treatment?,0,0,0,0.9817439683008502,0.9817439683008502,0.979266996478226,0.9809183110266422,0,False,0.9809183110266422,-Q,0,0.945179584120983,0.945179584120983,1.890359168241966,1058,
39,2,What types of physical activities can help improve heart health after cancer treatment?,What types of physical activities can I consider to improve my heart health after cancer treatment?,What types of physical activities can I consider to improve my heart health after cancer treatment?,0,0,0,0.979266996478226,0.9817439683008502,0.9817439683008502,0.9809183110266421,0,False,0.9809183110266421,-Q,4,0.945179584120983,0.945179584120983,1.890359168241966,1058,
39,3,What types of physical activities can someone focus on to improve heart health after cancer treatment?,What types of physical activities can I consider to improve my heart health after cancer treatment?,What types of physical activities can I consider to improve my heart health after cancer treatment?,0,0,0,0.9842003414898614,0.9817439683008502,0.9817439683008502,0.9825627593638538,0,False,0.9825627593638538,-Q,1,0.945179584120983,0.945179584120983,1.890359168241966,1058,
39,1,What types of physical activities can help improve heart health after cancer treatment?,What types of physical activities can help improve heart health after cancer treatment?,What types of physical activities can help improve heart health after cancer treatment?,0,0,0,0.979266996478226,0.979266996478226,0.979266996478226,0.979266996478226,0,False,0.979266996478226,-Q-D,1,1.1135857461024499,1.1135857461024499,0.0,898,
39,2,What types of physical activities can help improve heart health after cancer treatment?,What types of physical activities can improve heart health after cancer treatment?,What types of physical activities can help improve heart health after cancer treatment?,0,0,0,0.979266996478226,0.979208613931019,0.979266996478226,0.979247535629157,0,False,0.979247535629157,-Q-D,0,1.1135857461024499,1.1135857461024499,0.0,898,
39,3,What types of physical activities can help improve heart health after cancer treatment?,What types of physical activities can help improve heart health after cancer treatment?,What types of physical activities can help improve heart health after cancer treatment?,0,0,0,0.979266996478226,0.979266996478226,0.979266996478226,0.979266996478226,0,False,0.979266996478226,-Q-D,0,1.1135857461024499,1.1135857461024499,0.0,898,
39,1,What types of physical activities can help improve heart health after cancer treatment?,What types of physical activities can someone consider to improve heart health after cancer treatment?,What types of physical activities can help improve heart health after cancer treatment?,1,1,1,0.979266996478226,0.9759938482087933,0.979266996478226,0.9781759470550818,3,True,0.0,control,2,0.8992805755395683,0.8992805755395683,1.7985611510791366,1112,
39,2,What types of physical activities can someone focus on to improve heart health after cancer treatment?,What types of physical activities can someone focus on to improve heart health after cancer treatment?,What types of physical activities should someone consider after cancer treatment?,1,0,1,0.9842003414898614,0.9842003414898614,0.9476945804838611,0.9720317544878613,2,False,0.9720317544878613,control,3,0.8992805755395683,0.8992805755395683,1.7985611510791366,1112,
39,3,What types of physical activities can someone consider for improving heart health after cancer treatment?,What types of physical activities can someone focus on to improve heart health after cancer treatment?,What types of physical activities can someone focus on to improve heart health after cancer treatment?,1,1,1,0.9752077890158544,0.9842003414898614,0.9842003414898614,0.9812028239985257,3,True,0.0,control,4,0.8992805755395683,0.8992805755395683,1.7985611510791366,1112,
41,1,What types of exercises should I avoid if I have numbness and tingling in my feet after chemotherapy?,What types of exercises should someone with numbness and tingling in their feet avoid after chemotherapy?,What types of exercises should someone with numbness and tingling in their feet after chemotherapy avoid?,1,1,1,0.9543024448897001,0.946586390343876,0.9426540510363871,0.9478476287566545,3,True,0.0,-D,0,0.0,1.1682242990654206,0.0,856,
41,2,What types of exercises should someone with numbness and tingling in their feet avoid after chemotherapy?,What types of exercises should someone with numbness and tingling in their feet avoid after chemotherapy?,What types of exercises should someone with numbness and tingling in their feet avoid after chemotherapy?,1,1,1,0.946586390343876,0.946586390343876,0.946586390343876,0.9465863903438759,3,True,0.0,-D,1,0.0,1.1682242990654206,0.0,856,
41,3,What types of exercises should be avoided if experiencing numbness and tingling in the feet after chemotherapy?,What types of exercises should someone with numbness and tingling in their feet after chemotherapy avoid?,What types of exercises should someone with numbness and tingling in their feet avoid after chemotherapy?,1,1,1,0.9437398891437228,0.9426540510363871,0.946586390343876,0.9443267768413287,3,True,0.0,-D,1,0.0,1.1682242990654206,0.0,856,
41,1,What types of exercises should be avoided to reduce the risk of falls or injury?,What types of exercises should be avoided to reduce the risk of falls or injury?,What types of exercises should be avoided to reduce the risk of falls or injury?,1,1,1,0.799884408226477,0.799884408226477,0.799884408226477,0.799884408226477,3,True,0.0,-H,2,0.0,0.0,2.3837902264600714,839,
41,2,What types of exercises should be avoided to reduce the risk of falls or injury?,What types of exercises should be avoided to reduce the risk of falls or injury?,What types of exercises should be avoided to reduce the risk of falls or injury?,1,1,1,0.799884408226477,0.799884408226477,0.799884408226477,0.799884408226477,3,True,0.0,-H,3,0.0,0.0,2.3837902264600714,839,
41,3,What types of exercises should be avoided to reduce the risk of falls or injury?,What types of exercises should be avoided to reduce the risk of falls or injury?,What types of exercises should be avoided to reduce the risk of falls or injury?,1,1,1,0.799884408226477,0.799884408226477,0.799884408226477,0.799884408226477,3,True,0.0,-H,2,0.0,0.0,2.3837902264600714,839,
41,1,What types of exercises should someone with numbness and tingling in their feet after chemotherapy avoid?,What types of exercises should be avoided if experiencing numbness and tingling in the feet after chemotherapy?,What types of exercises should someone with numbness and tingling in their feet avoid after chemotherapy?,1,1,1,0.9426540510363871,0.9437398891437228,0.946586390343876,0.9443267768413287,3,True,0.0,-Q,1,0.0,1.1363636363636365,2.272727272727273,880,
41,2,What types of exercises should someone be cautious about after chemotherapy if they have numbness and tingling in their feet?,What types of exercises should someone be cautious about after chemotherapy if they experience numbness and tingling in their feet?,What types of exercises should someone with numbness and tingling in their feet after chemotherapy avoid?,1,1,1,0.9454349704432127,0.9460575067736215,0.9426540510363871,0.9447155094177404,3,True,0.0,-Q,4,0.0,1.1363636363636365,2.272727272727273,880,
41,3,What types of exercises should someone with numbness and tingling in their feet after chemotherapy avoid?,What types of exercises should someone with numbness and tingling in their feet after chemotherapy avoid?,What types of exercises should be avoided if experiencing numbness and tingling in the feet after chemotherapy?,1,1,1,0.9426540510363871,0.9426540510363871,0.9437398891437228,0.9430159970721657,3,True,0.0,-Q,3,0.0,1.1363636363636365,2.272727272727273,880,
41,1,What types of exercises should someone avoid if they have numbness and tingling in their feet after chemotherapy?,What types of exercises should someone with numbness and tingling in their feet after chemotherapy avoid?,What types of exercises should someone with numbness and tingling in their feet after chemotherapy avoid?,1,1,1,0.9442415372892002,0.9426540510363871,0.9426540510363871,0.9431832131206582,3,True,0.0,-Q-D,4,0.0,1.2936610608020698,0.0,773,
41,2,What types of exercises should someone with numbness and tingling in their feet avoid after chemotherapy?,What types of exercises should someone with numbness and tingling in their feet after chemotherapy avoid?,What types of exercises should be avoided if experiencing numbness and tingling in the feet after chemotherapy?,1,1,1,0.946586390343876,0.9426540510363871,0.9437398891437228,0.9443267768413287,3,True,0.0,-Q-D,0,0.0,1.2936610608020698,0.0,773,
41,3,What types of exercises should someone with numbness and tingling in their feet avoid after chemotherapy?,What types of exercises should someone with numbness and tingling in their feet after chemotherapy avoid?,What types of exercises should someone avoid if they have numbness and tingling in their feet after chemotherapy?,1,1,1,0.9466196880723236,0.942781060984628,0.9442000146057067,0.9445335878875527,3,True,0.0,-Q-D,0,0.0,1.2936610608020698,0.0,773,
41,1,What types of exercises should someone with numbness and tingling in their feet avoid after chemotherapy?,What types of exercises should someone with numbness and tingling in their feet avoid after chemotherapy?,What types of exercises should someone with numbness and tingling in their feet avoid after chemotherapy?,1,1,1,0.946586390343876,0.946586390343876,0.946586390343876,0.9465863903438759,3,True,0.0,control,3,0.0,1.0384215991692627,2.0768431983385254,963,
41,2,What types of exercises should someone with numbness and tingling in their feet avoid after chemotherapy?,What types of exercises should someone with numbness and tingling in their feet avoid after chemotherapy?,What types of exercises should someone with numbness and tingling in their feet avoid after chemotherapy?,1,1,1,0.946586390343876,0.946586390343876,0.946586390343876,0.9465863903438759,3,True,0.0,control,2,0.0,1.0384215991692627,2.0768431983385254,963,
41,3,What types of exercises should someone with numbness and tingling in their feet avoid after chemotherapy?,What types of exercises should someone with numbness and tingling in their feet avoid after chemotherapy?,What types of exercises should someone with numbness and tingling in their feet avoid after chemotherapy?,1,1,1,0.946586390343876,0.946586390343876,0.946586390343876,0.9465863903438759,3,True,0.0,control,4,0.0,1.0384215991692627,2.0768431983385254,963,
42,1,What steps can I take to support my heart health while managing prostate cancer treatments?,What steps can I take to support my heart health while managing prostate cancer treatments?,What steps can I take to support my heart health while managing prostate cancer treatments?,1,1,1,0.9413884426537944,0.9413884426537944,0.9413884426537944,0.9413884426537944,3,True,0.0,-D,1,0.8771929824561403,0.8771929824561403,0.0,1140,
42,2,What steps can I take to support my heart health while managing prostate cancer treatments?,What steps can I take to support my heart health while managing prostate cancer treatments?,What steps can I take to support my heart health while managing prostate cancer treatments?,1,1,1,0.9413884426537944,0.9413884426537944,0.9413884426537944,0.9413884426537944,3,True,0.0,-D,3,0.8771929824561403,0.8771929824561403,0.0,1140,
42,3,What steps can I take to support my heart health while managing prostate cancer treatments?,What steps can I take to support my heart health while managing prostate cancer treatments?,What steps can I take to support my heart health while managing prostate cancer treatments?,1,1,1,0.9413884426537944,0.9413884426537944,0.9413884426537944,0.9413884426537944,3,True,0.0,-D,1,0.8771929824561403,0.8771929824561403,0.0,1140,
42,1,What steps can I take to support my heart health while undergoing cancer treatment?,What steps can I take to support my heart health while undergoing cancer treatment?,What steps can I take to support my heart health while undergoing cancer treatment?,1,1,0,0.9111380130043422,0.9111380130043422,0.9111380130043422,0.9111380130043422,2,False,0.9111380130043422,-H,3,0.0,0.0,1.5661707126076743,1277,
42,2,What steps can I take to support my heart health while undergoing cancer treatment?,What steps can I take to support my heart health while undergoing cancer treatment?,What steps can I take to support my heart health while undergoing cancer treatment?,1,1,1,0.9111380130043422,0.9111380130043422,0.9111380130043422,0.9111380130043422,3,True,0.0,-H,4,0.0,0.0,1.5661707126076743,1277,
42,3,What steps can I take to support my heart health while undergoing cancer treatments?,What steps can I take to support my heart health while undergoing cancer treatments?,What steps can I take to support my heart health while undergoing cancer treatment?,1,0,1,0.9125057096099676,0.9125057096099676,0.9111380130043422,0.9120498107414258,2,False,0.9120498107414258,-H,2,0.0,0.0,1.5661707126076743,1277,
42,1,What steps can I take to support my heart health while managing prostate cancer treatments?,What steps can I take to support my heart health while managing prostate cancer treatments?,What steps can I take to support my heart health while managing prostate cancer treatments?,0,0,0,0.9413884426537944,0.9413884426537944,0.9413884426537944,0.9413884426537944,0,False,0.9413884426537944,-Q,2,0.7385524372230429,0.7385524372230429,1.4771048744460857,1354,
42,2,What steps can I take to support my heart health while managing prostate cancer treatments?,What steps can I take to support my heart health while managing prostate cancer treatments?,What steps can I take to support my heart health while managing prostate cancer treatments?,0,0,0,0.9413884426537944,0.9413884426537944,0.9413884426537944,0.9413884426537944,0,False,0.9413884426537944,-Q,0,0.7385524372230429,0.7385524372230429,1.4771048744460857,1354,
42,3,What steps can I take to support my heart health while managing prostate cancer treatments?,What steps can I take to support my heart health while managing prostate cancer treatments?,What steps can I take to support my heart health while managing prostate cancer treatments?,0,0,0,0.9413884426537944,0.9413884426537944,0.9413884426537944,0.9413884426537944,0,False,0.9413884426537944,-Q,4,0.7385524372230429,0.7385524372230429,1.4771048744460857,1354,
42,1,What steps can I take to support my heart health while managing prostate cancer treatments?,What steps can I take to support my heart health while managing prostate cancer treatments?,What steps can I take to support my heart health while managing prostate cancer treatments?,0,0,0,0.9413884426537944,0.9413884426537944,0.9413884426537944,0.9413884426537944,0,False,0.9414271845430836,-Q-D,0,0.9025270758122743,0.9025270758122743,0.0,1108,
42,2,What steps can I take to support my heart health while managing prostate cancer treatments?,What steps can I take to support my heart health while managing prostate cancer treatments?,What steps can I take to support my heart health while managing prostate cancer treatments?,0,0,0,0.9413884426537944,0.9413884426537944,0.9413884426537944,0.9413884426537944,0,False,0.941407806647308,-Q-D,2,0.9025270758122743,0.9025270758122743,0.0,1108,
42,3,What steps can I take to support my heart health while managing prostate cancer treatments?,What steps can I take to support my heart health while managing prostate cancer treatments?,What steps can I take to support my heart health while managing prostate cancer treatments?,0,0,0,0.9413884426537944,0.9413884426537944,0.9413884426537944,0.9413884426537944,0,False,0.9413884426537944,-Q-D,0,0.9025270758122743,0.9025270758122743,0.0,1108,
42,1,What steps can I take to support my heart health while managing prostate cancer treatments?,What steps can I take to support my heart health while managing prostate cancer treatments?,What steps can I take to support my heart health while managing prostate cancer treatments?,0,0,0,0.9413884426537944,0.9414458171907659,0.9414458171907659,0.9414266923451088,0,False,0.9413884426537944,control,4,0.7215007215007215,0.7215007215007215,1.443001443001443,1386,
42,2,What steps can I take to support my heart health while managing prostate cancer treatments?,What steps can I take to support my heart health while managing prostate cancer treatments?,What steps can I take to support my heart health while managing prostate cancer treatments?,1,1,1,0.9413884426537944,0.9413884426537944,0.9413884426537944,0.9413884426537944,3,True,0.0,control,1,0.7215007215007215,0.7215007215007215,1.443001443001443,1386,
42,3,What steps can I take to support my heart health while managing prostate cancer treatments?,What steps can I take to support my heart health while managing prostate cancer treatments?,What steps can I take to support my heart health while managing prostate cancer treatments?,1,1,1,0.9413884426537944,0.9413884426537944,0.9413884426537944,0.9413884426537944,3,True,0.0,control,3,0.7215007215007215,0.7215007215007215,1.443001443001443,1386,
45,1,What are some strategies to reduce sitting time?,What are some strategies to reduce sitting time?,What are some strategies to reduce sitting time?,0,0,0,0.9349032309597671,0.9349032309597671,0.9349032309597671,0.9349032309597671,0,False,0.9349032309597671,-Q,2,1.6920473773265652,0.0,0.0,1182,
45,2,What are some strategies to reduce sitting time?,What are some strategies to reduce sitting time?,What are some strategies to reduce sitting time?,0,0,0,0.9349032309597671,0.9349032309597671,0.9349032309597671,0.9349032309597671,0,False,0.9349032309597671,-Q,0,1.6920473773265652,0.0,0.0,1182,
45,3,What are some strategies to reduce sitting time?,What are some strategies to reduce sitting time?,What are some strategies to reduce sitting time?,0,0,0,0.9349032309597671,0.9349032309597671,0.9349032309597671,0.9349032309597671,0,False,0.9349249190097751,-Q,1,1.6920473773265652,0.0,0.0,1182,
